,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-03-15T00:00:00.000,CO,144,95.0,1,1.0,2020-03-26T16:22:39.452,Agree,Agree
1,2020-03-15T00:00:00.000,FL,136,81.0,4,1.0,2020-03-26T16:22:39.452,Not agree,Not agree
2,2020-03-15T00:00:00.000,AZ,13,1.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
3,2020-03-15T00:00:00.000,SC,28,16.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
4,2020-03-15T00:00:00.000,CT,26,19.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
5,2020-03-15T00:00:00.000,NE,18,8.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
6,2020-03-15T00:00:00.000,KY,20,5.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
7,2020-03-15T00:00:00.000,WY,3,1.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
8,2020-03-15T00:00:00.000,IA,22,6.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
9,2020-03-15T00:00:00.000,NM,17,10.0,0,0.0,2020-03-26T16:22:39.452,N/A,Not agree
10,2020-03-15T00:00:00.000,ND,1,0.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
11,2020-03-15T00:00:00.000,WA,708,66.0,42,2.0,2020-03-26T16:22:39.452,N/A,N/A
12,2020-03-15T00:00:00.000,RMI,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
13,2020-03-15T00:00:00.000,TN,39,13.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
14,2020-03-15T00:00:00.000,AS,0,0.0,0,0.0,2020-03-26T16:22:39.452,,
15,2020-03-15T00:00:00.000,MA,164,55.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
16,2020-03-15T00:00:00.000,PA,63,16.0,0,0.0,2020-03-26T16:22:39.452,Agree,Not agree
17,2020-03-15T00:00:00.000,NYC,269,119.0,5,5.0,2020-03-26T16:22:39.452,Agree,Agree
18,2020-03-15T00:00:00.000,OH,37,32.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
19,2020-03-15T00:00:00.000,AL,22,21.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
20,2020-03-15T00:00:00.000,VA,51,22.0,1,1.0,2020-03-26T16:22:39.452,Agree,Agree
21,2020-03-15T00:00:00.000,MI,53,28.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
