,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-03-21T00:00:00.000,CO,475,112.0,5,1.0,2020-03-26T16:22:39.452,Agree,Agree
1,2020-03-21T00:00:00.000,FL,706,196.0,12,1.0,2020-03-26T16:22:39.452,Not agree,Not agree
2,2020-03-21T00:00:00.000,AZ,104,41.0,1,0.0,2020-03-26T16:22:39.452,Agree,Agree
3,2020-03-21T00:00:00.000,SC,173,48.0,3,0.0,2020-03-26T16:22:39.452,Agree,Agree
4,2020-03-21T00:00:00.000,CT,223,29.0,5,1.0,2020-03-26T16:22:39.452,Agree,Agree
5,2020-03-21T00:00:00.000,NE,42,4.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
6,2020-03-21T00:00:00.000,KY,87,39.0,3,1.0,2020-03-26T16:22:39.452,Agree,Agree
7,2020-03-21T00:00:00.000,WY,24,2.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
8,2020-03-21T00:00:00.000,IA,68,23.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
9,2020-03-21T00:00:00.000,NM,57,14.0,0,0.0,2020-03-26T16:22:39.452,N/A,Not agree
10,2020-03-21T00:00:00.000,ND,28,2.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
11,2020-03-21T00:00:00.000,WA,1793,269.0,94,11.0,2020-03-26T16:22:39.452,N/A,N/A
12,2020-03-21T00:00:00.000,RMI,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
13,2020-03-21T00:00:00.000,TN,371,143.0,1,0.0,2020-03-26T16:22:39.452,Agree,Agree
14,2020-03-21T00:00:00.000,AS,0,0.0,0,0.0,2020-03-26T16:22:39.452,,
15,2020-03-21T00:00:00.000,MA,525,112.0,1,0.0,2020-03-26T16:22:39.452,Agree,Agree
16,2020-03-21T00:00:00.000,PA,371,102.0,2,1.0,2020-03-26T16:22:39.452,Agree,Not agree
17,2020-03-21T00:00:00.000,NYC,6211,1060.0,43,14.0,2020-03-26T16:22:39.452,Agree,Agree
18,2020-03-21T00:00:00.000,OH,247,78.0,3,2.0,2020-03-26T16:22:39.452,Agree,Agree
19,2020-03-21T00:00:00.000,AL,131,25.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
20,2020-03-21T00:00:00.000,VA,152,38.0,2,0.0,2020-03-26T16:22:39.452,Agree,Agree
