,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-04-02T00:00:00.000,CO,3728,386.0,97,17.0,2020-04-01T16:22:39.452,Agree,Agree
1,2020-04-02T00:00:00.000,FL,8694,1199.0,144,43.0,2020-04-01T16:22:39.452,Not agree,Not agree
2,2020-04-02T00:00:00.000,AZ,1598,185.0,32,3.0,2020-04-01T16:22:39.452,Agree,Agree
3,2020-04-02T00:00:00.000,SC,1554,261.0,31,5.0,2020-04-01T16:22:39.452,Agree,Agree
4,2020-04-02T00:00:00.000,CT,3824,267.0,112,27.0,2020-04-01T16:22:39.452,Agree,Agree
5,2020-04-02T00:00:00.000,NE,255,41.0,5,1.0,2020-04-01T16:22:39.452,Not agree,Not agree
6,2020-04-02T00:00:00.000,KY,770,90.0,31,11.0,2020-04-01T16:22:39.452,Agree,Agree
7,2020-04-02T00:00:00.000,WY,150,13.0,0,0.0,2020-04-01T16:22:39.452,Agree,Agree
8,2020-04-02T00:00:00.000,IA,614,65.0,11,2.0,2020-04-01T16:22:39.452,Not agree,Not agree
9,2020-04-02T00:00:00.000,NM,403,40.0,7,1.0,2020-04-01T16:22:39.452,N/A,Not agree
10,2020-04-02T00:00:00.000,ND,159,12.0,3,0.0,2020-04-01T16:22:39.452,Not agree,Not agree
11,2020-04-02T00:00:00.000,WA,5683,364.0,261,15.0,2020-04-01T16:22:39.452,N/A,N/A
12,2020-04-02T00:00:00.000,RMI,0,0.0,0,0.0,2020-04-01T16:22:39.452,Agree,Agree
13,2020-04-02T00:00:00.000,TN,2845,605.0,32,9.0,2020-04-01T16:22:39.452,Agree,Agree
14,2020-04-02T00:00:00.000,AS,0,0.0,0,0.0,2020-04-01T16:22:39.452,,
15,2020-04-02T00:00:00.000,MA,8966,1228.0,154,32.0,2020-04-01T16:22:39.452,Agree,Agree
16,2020-04-02T00:00:00.000,PA,7016,1211.0,90,16.0,2020-04-01T16:22:39.452,Agree,Not agree
17,2020-04-02T00:00:00.000,NYC,49707,1245.0,1562,165.0,2020-04-01T16:22:39.452,Agree,Agree
18,2020-04-02T00:00:00.000,OH,2902,355.0,81,16.0,2020-04-01T16:22:39.452,Agree,Agree
19,2020-04-02T00:00:00.000,AL,1270,164.0,17,0.0,2020-04-01T16:22:39.452,Agree,Agree
20,2020-04-02T00:00:00.000,VA,2012,306.0,46,5.0,2020-04-01T16:22:39.452,Agree,Agree
21,2020-04-02T00:00:00.000,MI,10791,1457.0,417,80.0,2020-04-01T16:22:39.452,Agree,Agree
22,2020-04-02T00:00:00.000,MS,1358,181.0,29,3.0,2020-04-01T16:22:39.452,Agree,Agree
23,2020-04-02T00:00:00.000,WI,1730,180.0,31,7.0,2020-04-01T16:22:39.452,Agree,Agree
24,2020-04-02T00:00:00.000,IL,7695,715.0,157,16.0,2020-04-01T16:22:39.452,Agree,Agree
25,2020-04-02T00:00:00.000,CA,9191,1036.0,203,31.0,2020-04-01T16:22:39.452,Not agree,Not agree
26,2020-04-02T00:00:00.000,TX,4669,672.0,70,12.0,2020-04-01T16:22:39.452,Not agree,Not agree
27,2020-04-02T00:00:00.000,PR,316,30.0,12,1.0,2020-04-01T16:22:39.452,Agree,Agree
28,2020-04-02T00:00:00.000,NJ,25590,3335.0,537,182.0,2020-04-01T16:22:39.452,Not agree,Agree
29,2020-04-02T00:00:00.000,NC,2093,236.0,19,3.0,2020-04-01T16:22:39.452,Agree,Agree
30,2020-04-02T00:00:00.000,LA,9150,2726.0,310,37.0,2020-04-01T16:22:39.452,Not agree,Agree
31,2020-04-02T00:00:00.000,OK,879,160.0,34,4.0,2020-04-01T16:22:39.452,Agree,Agree
32,2020-04-02T00:00:00.000,NV,1458,179.0,38,6.0,2020-04-01T16:22:39.452,,
33,2020-04-02T00:00:00.000,ID,891,222.0,9,0.0,2020-04-01T16:22:39.452,Agree,Agree
34,2020-04-02T00:00:00.000,GA,5486,738.0,176,22.0,2020-04-01T16:22:39.452,Not agree,Not agree
35,2020-04-02T00:00:00.000,IN,3039,474.0,78,13.0,2020-04-01T16:22:39.452,Not agree,Agree
36,2020-04-02T00:00:00.000,NY,40572,4299.0,395,120.0,2020-04-01T16:22:39.452,Not agree,Not agree
37,2020-04-02T00:00:00.000,MD,2331,346.0,36,5.0,2020-04-01T16:22:39.452,N/A,Agree
38,2020-04-02T00:00:00.000,AR,679,65.0,12,2.0,2020-04-01T16:22:39.452,Not agree,Not agree
39,2020-04-02T00:00:00.000,OR,826,90.0,21,3.0,2020-04-01T16:22:39.452,Agree,Agree
40,2020-04-02T00:00:00.000,MN,789,47.0,22,4.0,2020-04-01T16:22:39.452,N/A,Agree
41,2020-04-02T00:00:00.000,MO,1834,253.0,19,1.0,2020-04-01T16:22:39.452,Not agree,Not agree
42,2020-04-02T00:00:00.000,UT,1165,153.0,7,0.0,2020-04-01T16:22:39.452,Agree,Agree
43,2020-04-02T00:00:00.000,WV,217,26.0,2,0.0,2020-04-01T16:22:39.452,Agree,Not agree
44,2020-04-02T00:00:00.000,DE,393,25.0,12,1.0,2020-04-01T16:22:39.452,Agree,Agree
45,2020-04-02T00:00:00.000,SD,165,36.0,2,0.0,2020-04-01T16:22:39.452,N/A,Agree
46,2020-04-02T00:00:00.000,RI,681,115.0,12,2.0,2020-04-01T16:22:39.452,Not agree,N/A
47,2020-04-02T00:00:00.000,NH,479,64.0,5,1.0,2020-04-01T16:22:39.452,Not agree,Not agree
48,2020-04-02T00:00:00.000,DC,653,67.0,12,1.0,2020-04-01T16:22:39.452,,
49,2020-04-02T00:00:00.000,KS,552,70.0,13,3.0,2020-04-01T16:22:39.452,Agree,N/A
50,2020-04-02T00:00:00.000,ME,376,32.0,7,0.0,2020-04-01T16:22:39.452,Agree,N/A
51,2020-04-02T00:00:00.000,MT,244,16.0,5,0.0,2020-04-01T16:22:39.452,Agree,Agree
52,2020-04-02T00:00:00.000,HI,225,20.0,2,1.0,2020-04-01T16:22:39.452,Not agree,Not agree
53,2020-04-02T00:00:00.000,AK,147,4.0,3,0.0,2020-04-01T16:22:39.452,N/A,N/A
54,2020-04-02T00:00:00.000,GU,82,5.0,3,0.0,2020-04-01T16:22:39.452,Not agree,Not agree
55,2020-04-02T00:00:00.000,VT,338,17.0,17,1.0,2020-04-01T16:22:39.452,Not agree,Not agree
56,2020-04-02T00:00:00.000,VI,37,7.0,0,0.0,2020-04-01T16:22:39.452,,
57,2020-04-02T00:00:00.000,MP,8,0.0,0,0.0,2020-04-01T16:22:39.452,Agree,Agree
58,2020-04-02T00:00:00.000,FSM,0,0.0,0,0.0,2020-04-01T16:22:39.452,Agree,Agree
59,2020-04-02T00:00:00.000,PW,0,0.0,0,0.0,2020-04-01T16:22:39.452,,
