,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
0,2020-11-25T00:00:00.000,CO,210630,200911.0,9719,4191.0,229,2906,2439.0,467,46.0,3,2020-11-26T14:44:21.114,Agree,Agree
1,2020-11-25T00:00:00.000,FL,946956,,,8126.0,0,18254,,,97.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
2,2020-11-25T00:00:00.000,AZ,310850,301737.0,9113,3982.0,253,6524,6044.0,480,9.0,1,2020-11-26T14:44:21.114,Agree,Agree
3,2020-11-25T00:00:00.000,SC,210905,197652.0,13253,1675.0,353,4317,4015.0,302,4.0,-1,2020-11-26T14:44:21.114,Agree,Agree
4,2020-11-25T00:00:00.000,CT,109152,101541.0,7611,1872.0,151,4926,3957.0,969,45.0,10,2020-11-26T14:44:21.114,Agree,Agree
5,2020-11-25T00:00:00.000,NE,120076,,,2394.0,0,978,,,28.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
6,2020-11-25T00:00:00.000,KY,166139,137387.0,28752,3301.0,653,1835,1785.0,50,26.0,5,2020-11-26T14:44:21.114,Agree,Agree
7,2020-11-25T00:00:00.000,WY,30761,26677.0,4084,802.0,100,215,215.0,0,13.0,0,2020-11-26T14:44:21.114,Agree,Agree
8,2020-11-25T00:00:00.000,IA,219609,,,3492.0,1050,2271,,,45.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
9,2020-11-25T00:00:00.000,NM,88102,,,1855.0,0,1451,,,23.0,0,2020-11-26T14:44:21.114,N/A,Not agree
10,2020-11-25T00:00:00.000,ND,76442,,,964.0,0,897,,,10.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
11,2020-11-25T00:00:00.000,WA,153906,,,2887.0,0,2704,,,14.0,0,2020-11-26T14:44:21.114,N/A,N/A
12,2020-11-25T00:00:00.000,RMI,4,4.0,0,0.0,-2,0,0.0,0,0.0,0,2020-11-26T14:44:21.114,Agree,Agree
13,2020-11-25T00:00:00.000,TN,347972,320883.0,27089,2118.0,597,4466,4099.0,367,92.0,11,2020-11-26T14:44:21.114,Agree,Agree
14,2020-11-25T00:00:00.000,AS,3,,,0.0,0,0,,,0.0,0,2020-11-26T14:44:21.114,,
15,2020-11-25T00:00:00.000,MA,217180,207284.0,9896,3224.0,0,10580,10372.0,208,53.0,0,2020-11-26T14:44:21.114,Agree,Agree
16,2020-11-25T00:00:00.000,PA,327829,305061.0,22768,6759.0,766,10095,,,144.0,-95,2020-11-26T14:44:21.114,Agree,Not agree
17,2020-11-25T00:00:00.000,NYC,308217,285664.0,22553,2244.0,418,24242,19564.0,4678,12.0,5,2020-11-26T14:44:21.114,Agree,Agree
18,2020-11-25T00:00:00.000,OH,382743,361623.0,21120,10835.0,516,6274,5869.0,405,156.0,15,2020-11-26T14:44:21.114,Agree,Agree
19,2020-11-25T00:00:00.000,VA,228901,204407.0,24494,2600.0,620,4029,3698.0,331,21.0,2,2020-11-26T14:44:21.114,Agree,Agree
20,2020-11-25T00:00:00.000,MI,352433,324779.0,27654,4687.0,414,9170,8761.0,409,76.0,3,2020-11-26T14:44:21.114,Agree,Agree
21,2020-11-25T00:00:00.000,AL,239318,199626.0,39692,2453.0,675,3532,3207.0,325,60.0,18,2020-11-26T14:44:21.114,Agree,Agree
22,2020-11-25T00:00:00.000,MS,147382,119483.0,27899,1746.0,860,3763,3287.0,476,18.0,4,2020-11-26T14:44:21.114,Agree,Agree
23,2020-11-25T00:00:00.000,GA,457909,411002.0,46907,3177.0,819,9297,8694.0,603,76.0,30,2020-11-26T14:44:21.114,Agree,Agree
24,2020-11-25T00:00:00.000,WI,392438,369442.0,22996,5997.0,528,3343,3178.0,165,71.0,8,2020-11-26T14:44:21.114,Agree,Agree
25,2020-11-25T00:00:00.000,IL,685467,685467.0,0,11378.0,0,12440,11832.0,608,178.0,23,2020-11-26T14:44:21.114,Agree,Agree
26,2020-11-25T00:00:00.000,PR,49226,47854.0,1372,501.0,-8,1069,847.0,222,17.0,2,2020-11-26T14:44:21.114,Agree,Agree
27,2020-11-25T00:00:00.000,TX,1130980,,,15609.0,0,20950,,,200.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
28,2020-11-25T00:00:00.000,ID,96503,82063.0,14440,1773.0,419,895,827.0,68,21.0,2,2020-11-26T14:44:21.114,Agree,Agree
29,2020-11-25T00:00:00.000,LA,225638,,,1235.0,212,6350,6097.0,253,27.0,2,2020-11-26T14:44:21.114,Not agree,Agree
30,2020-11-25T00:00:00.000,OK,186136,156527.0,29609,0.0,0,1651,1590.0,61,0.0,0,2020-11-26T14:44:21.114,Agree,Agree
31,2020-11-25T00:00:00.000,CA,1144049,,,18350.0,0,18875,,,106.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
32,2020-11-25T00:00:00.000,NJ,317905,,,4042.0,0,16886,15057.0,1829,67.0,17,2020-11-26T14:44:21.114,Not agree,Agree
33,2020-11-25T00:00:00.000,AR,150277,,,1965.0,542,2425,,,20.0,1,2020-11-26T14:44:21.114,Not agree,Not agree
34,2020-11-25T00:00:00.000,IN,312521,,,5983.0,0,5498,5232.0,266,63.0,0,2020-11-26T14:44:21.114,Not agree,Agree
35,2020-11-25T00:00:00.000,NV,142239,,,3159.0,0,2071,,,24.0,0,2020-11-26T14:44:21.114,,
36,2020-11-25T00:00:00.000,MN,289303,,,6387.0,210,3434,3313.0,121,75.0,5,2020-11-26T14:44:21.114,N/A,Agree
37,2020-11-25T00:00:00.000,MD,190480,,,2319.0,0,4547,4392.0,155,29.0,0,2020-11-26T14:44:21.114,N/A,Agree
38,2020-11-25T00:00:00.000,NY,313075,,,4349.0,0,9780,,,33.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
39,2020-11-25T00:00:00.000,OR,68503,66783.0,1720,1170.0,0,867,852.0,15,20.0,0,2020-11-26T14:44:21.114,Agree,Agree
40,2020-11-25T00:00:00.000,UT,183902,183902.0,0,1781.0,0,834,815.0,19,26.0,0,2020-11-26T14:44:21.114,Agree,Agree
41,2020-11-25T00:00:00.000,WV,43050,37304.0,5746,967.0,188,695,,,13.0,0,2020-11-26T14:44:21.114,Agree,Not agree
42,2020-11-25T00:00:00.000,MO,282792,,,4131.0,0,3776,,,26.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
43,2020-11-25T00:00:00.000,DE,32995,31656.0,1339,331.0,11,760,669.0,91,3.0,0,2020-11-26T14:44:21.114,Agree,Agree
44,2020-11-25T00:00:00.000,SD,76142,,,1284.0,286,849,737.0,112,28.0,5,2020-11-26T14:44:21.114,N/A,Agree
45,2020-11-25T00:00:00.000,RI,52317,,,893.0,0,1335,,,10.0,0,2020-11-26T14:44:21.114,Not agree,N/A
46,2020-11-25T00:00:00.000,KS,147797,128149.0,19648,5738.0,1408,1503,,,47.0,5,2020-11-26T14:44:21.114,Agree,N/A
47,2020-11-25T00:00:00.000,NH,18776,,,394.0,79,514,,,1.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
48,2020-11-25T00:00:00.000,ME,11027,9916.0,1111,0.0,0,190,,,0.0,0,2020-11-26T14:44:21.114,Agree,N/A
49,2020-11-25T00:00:00.000,MT,58565,58565.0,0,1061.0,0,652,652.0,0,22.0,0,2020-11-26T14:44:21.114,Agree,Agree
50,2020-11-25T00:00:00.000,NC,346506,327379.0,19127,4212.0,584,5138,4993.0,145,64.0,10,2020-11-26T14:44:21.114,Agree,Agree
51,2020-11-25T00:00:00.000,DC,20516,,,107.0,0,677,,,4.0,0,2020-11-26T14:44:21.114,,
52,2020-11-25T00:00:00.000,AK,28339,,,670.0,0,115,,,0.0,0,2020-11-26T14:44:21.114,N/A,N/A
53,2020-11-25T00:00:00.000,HI,17298,,,100.0,0,233,,,2.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
54,2020-11-25T00:00:00.000,GU,6705,,,253.0,4,109,,,6.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
55,2020-11-25T00:00:00.000,VT,3827,,,81.0,0,64,,,0.0,0,2020-11-26T14:44:21.114,Not agree,Not agree
56,2020-11-25T00:00:00.000,VI,1536,,,15.0,0,23,,,0.0,0,2020-11-26T14:44:21.114,,
57,2020-11-25T00:00:00.000,MP,104,104.0,0,0.0,0,2,2.0,0,0.0,0,2020-11-26T14:44:21.114,Agree,Agree
58,2020-11-25T00:00:00.000,FSM,0,0.0,0,0.0,0,0,0.0,0,0.0,0,2020-11-26T14:44:21.114,Agree,Agree
59,2020-11-25T00:00:00.000,PW,0,,,0.0,0,0,,,0.0,0,2020-11-26T14:44:21.114,,
