,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-03-19T00:00:00.000,CO,277,61.0,2,0.0,2020-03-26T16:22:39.452,Agree,Agree
1,2020-03-19T00:00:00.000,FL,393,94.0,9,1.0,2020-03-26T16:22:39.452,Not agree,Not agree
2,2020-03-19T00:00:00.000,AZ,44,17.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
3,2020-03-19T00:00:00.000,SC,81,21.0,1,0.0,2020-03-26T16:22:39.452,Agree,Agree
4,2020-03-19T00:00:00.000,CT,159,63.0,3,2.0,2020-03-26T16:22:39.452,Agree,Agree
5,2020-03-19T00:00:00.000,NE,27,0.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
6,2020-03-19T00:00:00.000,KY,43,8.0,2,1.0,2020-03-26T16:22:39.452,Agree,Agree
7,2020-03-19T00:00:00.000,WY,18,2.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
8,2020-03-19T00:00:00.000,IA,44,6.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
9,2020-03-19T00:00:00.000,NM,35,7.0,0,0.0,2020-03-26T16:22:39.452,N/A,Not agree
10,2020-03-19T00:00:00.000,ND,19,12.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
11,2020-03-19T00:00:00.000,WA,1376,189.0,74,8.0,2020-03-26T16:22:39.452,N/A,N/A
12,2020-03-19T00:00:00.000,RMI,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
13,2020-03-19T00:00:00.000,TN,154,56.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
14,2020-03-19T00:00:00.000,AS,0,0.0,0,0.0,2020-03-26T16:22:39.452,,
15,2020-03-19T00:00:00.000,MA,328,72.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
16,2020-03-19T00:00:00.000,PA,185,52.0,1,0.0,2020-03-26T16:22:39.452,Agree,Not agree
17,2020-03-19T00:00:00.000,NYC,5151,1597.0,29,8.0,2020-03-26T16:22:39.452,Agree,Agree
18,2020-03-19T00:00:00.000,OH,119,31.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
19,2020-03-19T00:00:00.000,AL,78,27.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
20,2020-03-19T00:00:00.000,VA,114,20.0,2,0.0,2020-03-26T16:22:39.452,Agree,Agree
21,2020-03-19T00:00:00.000,MI,334,254.0,1,0.0,2020-03-26T16:22:39.452,Agree,Agree
22,2020-03-19T00:00:00.000,MS,80,30.0,1,1.0,2020-03-26T16:22:39.452,Agree,Agree
23,2020-03-19T00:00:00.000,WI,155,49.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
24,2020-03-19T00:00:00.000,IL,422,134.0,4,3.0,2020-03-26T16:22:39.452,Agree,Agree
25,2020-03-19T00:00:00.000,CA,982,330.0,18,4.0,2020-03-26T16:22:39.452,Not agree,Not agree
26,2020-03-19T00:00:00.000,TX,143,60.0,3,1.0,2020-03-26T16:22:39.452,Not agree,Not agree
27,2020-03-19T00:00:00.000,PR,2,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
28,2020-03-19T00:00:00.000,NJ,742,315.0,9,4.0,2020-03-26T16:22:39.452,Not agree,Agree
29,2020-03-19T00:00:00.000,NC,137,40.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
30,2020-03-19T00:00:00.000,LA,392,131.0,10,3.0,2020-03-26T16:22:39.452,Not agree,Agree
31,2020-03-19T00:00:00.000,OK,49,18.0,1,1.0,2020-03-26T16:22:39.452,Agree,Agree
32,2020-03-19T00:00:00.000,NV,95,32.0,1,0.0,2020-03-26T16:22:39.452,,
33,2020-03-19T00:00:00.000,ID,23,13.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
34,2020-03-19T00:00:00.000,GA,397,135.0,13,7.0,2020-03-26T16:22:39.452,Not agree,Not agree
35,2020-03-19T00:00:00.000,IN,56,17.0,2,0.0,2020-03-26T16:22:39.452,Not agree,Agree
36,2020-03-19T00:00:00.000,NY,1683,640.0,5,4.0,2020-03-26T16:22:39.452,Not agree,Not agree
37,2020-03-19T00:00:00.000,MD,149,42.0,1,0.0,2020-03-26T16:22:39.452,N/A,Agree
38,2020-03-19T00:00:00.000,AR,64,27.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
39,2020-03-19T00:00:00.000,OR,88,13.0,3,0.0,2020-03-26T16:22:39.452,Agree,Agree
40,2020-03-19T00:00:00.000,MN,115,26.0,0,0.0,2020-03-26T16:22:39.452,N/A,Agree
41,2020-03-19T00:00:00.000,MO,28,4.0,1,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
42,2020-03-19T00:00:00.000,UT,68,28.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
43,2020-03-19T00:00:00.000,WV,5,3.0,0,0.0,2020-03-26T16:22:39.452,Agree,Not agree
44,2020-03-19T00:00:00.000,DE,30,4.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
45,2020-03-19T00:00:00.000,SD,14,3.0,1,0.0,2020-03-26T16:22:39.452,N/A,Agree
46,2020-03-19T00:00:00.000,RI,44,11.0,0,0.0,2020-03-26T16:22:39.452,Not agree,N/A
47,2020-03-19T00:00:00.000,NH,44,5.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
48,2020-03-19T00:00:00.000,DC,71,32.0,0,0.0,2020-03-26T16:22:39.452,,
49,2020-03-19T00:00:00.000,KS,35,14.0,1,0.0,2020-03-26T16:22:39.452,Agree,N/A
50,2020-03-19T00:00:00.000,ME,52,8.0,0,0.0,2020-03-26T16:22:39.452,Agree,N/A
51,2020-03-19T00:00:00.000,MT,15,3.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
52,2020-03-19T00:00:00.000,HI,20,10.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
53,2020-03-19T00:00:00.000,AK,9,3.0,0,0.0,2020-03-26T16:22:39.452,N/A,N/A
54,2020-03-19T00:00:00.000,GU,12,4.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
55,2020-03-19T00:00:00.000,VT,16,4.0,2,2.0,2020-03-26T16:22:39.452,Not agree,Not agree
56,2020-03-19T00:00:00.000,VI,3,0.0,0,0.0,2020-03-26T16:22:39.452,,
57,2020-03-19T00:00:00.000,MP,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
58,2020-03-19T00:00:00.000,FSM,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
59,2020-03-19T00:00:00.000,PW,0,0.0,0,0.0,2020-03-26T16:22:39.452,,
