,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
0,2020-08-02T00:00:00.000,CO,47716,44527.0,3189,449.0,-1,1844,1502.0,342,0.0,-1,2020-08-03T14:31:01.928,Agree,Agree
1,2020-08-02T00:00:00.000,FL,481668,,,7047.0,4,7084,,,62.0,0,2020-08-03T14:31:01.928,Not agree,Not agree
2,2020-08-02T00:00:00.000,AZ,178467,178467.0,0,1445.0,0,3765,3765.0,0,18.0,0,2020-08-03T14:31:01.928,Agree,Agree
3,2020-08-02T00:00:00.000,SC,91788,91257.0,531,1189.0,8,1777,1709.0,68,26.0,0,2020-08-03T14:31:01.928,Agree,Agree
4,2020-08-02T00:00:00.000,CT,49810,47854.0,1956,0.0,0,4432,3551.0,881,0.0,0,2020-08-03T14:31:01.928,Agree,Agree
5,2020-08-02T00:00:00.000,NE,26702,,,311.0,0,332,,,0.0,0,2020-08-03T14:31:01.928,Not agree,Not agree
6,2020-08-02T00:00:00.000,KY,31185,29346.0,1839,462.0,38,742,738.0,4,2.0,0,2020-08-03T14:31:01.928,Agree,Agree
7,2020-08-02T00:00:00.000,WY,2808,2333.0,475,39.0,3,26,26.0,0,0.0,0,2020-08-03T14:31:01.928,Agree,Agree
8,2020-08-02T00:00:00.000,IA,45492,,,511.0,0,876,,,5.0,0,2020-08-03T14:31:01.928,Not agree,Not agree
9,2020-08-02T00:00:00.000,NM,21016,,,220.0,0,654,,,3.0,0,2020-08-03T14:31:01.928,N/A,Not agree
10,2020-08-02T00:00:00.000,ND,6785,,,125.0,0,105,,,0.0,0,2020-08-03T14:31:01.928,Not agree,Not agree
11,2020-08-02T00:00:00.000,WA,58172,,,631.0,0,1596,,,4.0,0,2020-08-03T14:31:01.928,N/A,N/A
12,2020-08-02T00:00:00.000,RMI,0,0.0,0,0.0,0,0,0.0,0,0.0,0,2020-08-03T14:31:01.928,Agree,Agree
13,2020-08-02T00:00:00.000,TN,109627,108350.0,1277,1443.0,39,1073,1036.0,37,6.0,0,2020-08-03T14:31:01.928,Agree,Agree
14,2020-08-02T00:00:00.000,AS,0,,,0.0,0,0,,,0.0,0,2020-08-03T14:31:01.928,,
15,2020-08-02T00:00:00.000,MA,118458,110430.0,8028,418.0,65,8638,8417.0,221,12.0,1,2020-08-03T14:31:01.928,Agree,Agree
