,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-04-01T00:00:00.000,CO,3342,376.0,80,11.0,2020-03-31T16:22:39.452,Agree,Agree
1,2020-04-01T00:00:00.000,FL,7495,1005.0,101,16.0,2020-03-31T16:22:39.452,Not agree,Not agree
2,2020-04-01T00:00:00.000,AZ,1413,124.0,29,5.0,2020-03-31T16:22:39.452,Agree,Agree
3,2020-04-01T00:00:00.000,SC,1293,210.0,26,4.0,2020-03-31T16:22:39.452,Agree,Agree
4,2020-04-01T00:00:00.000,CT,3557,429.0,85,16.0,2020-03-31T16:22:39.452,Agree,Agree
5,2020-04-01T00:00:00.000,NE,214,37.0,4,1.0,2020-03-31T16:22:39.452,Not agree,Not agree
6,2020-04-01T00:00:00.000,KY,680,89.0,20,2.0,2020-03-31T16:22:39.452,Agree,Agree
7,2020-04-01T00:00:00.000,WY,137,17.0,0,0.0,2020-03-31T16:22:39.452,Agree,Agree
8,2020-04-01T00:00:00.000,IA,549,52.0,9,2.0,2020-03-31T16:22:39.452,Not agree,Not agree
9,2020-04-01T00:00:00.000,NM,363,48.0,6,1.0,2020-03-31T16:22:39.452,N/A,Not agree
10,2020-04-01T00:00:00.000,ND,147,21.0,3,0.0,2020-03-31T16:22:39.452,Not agree,Not agree
11,2020-04-01T00:00:00.000,WA,5319,423.0,246,51.0,2020-03-31T16:22:39.452,N/A,N/A
12,2020-04-01T00:00:00.000,RMI,0,0.0,0,0.0,2020-03-31T16:22:39.452,Agree,Agree
13,2020-04-01T00:00:00.000,TN,2240,1.0,23,0.0,2020-03-31T16:22:39.452,Agree,Agree
14,2020-04-01T00:00:00.000,AS,0,0.0,0,0.0,2020-03-31T16:22:39.452,,
15,2020-04-01T00:00:00.000,MA,7738,1118.0,122,33.0,2020-03-31T16:22:39.452,Agree,Agree
16,2020-04-01T00:00:00.000,PA,5805,962.0,74,11.0,2020-03-31T16:22:39.452,Agree,Not agree
17,2020-04-01T00:00:00.000,NYC,48462,6691.0,1397,301.0,2020-03-31T16:22:39.452,Agree,Agree
18,2020-04-01T00:00:00.000,OH,2547,348.0,65,10.0,2020-03-31T16:22:39.452,Agree,Agree
19,2020-04-01T00:00:00.000,AL,1106,107.0,17,4.0,2020-03-31T16:22:39.452,Agree,Agree
20,2020-04-01T00:00:00.000,VA,1706,222.0,41,7.0,2020-03-31T16:22:39.452,Agree,Agree
21,2020-04-01T00:00:00.000,MI,9334,1719.0,337,78.0,2020-03-31T16:22:39.452,Agree,Agree
22,2020-04-01T00:00:00.000,MS,1177,104.0,26,4.0,2020-03-31T16:22:39.452,Agree,Agree
23,2020-04-01T00:00:00.000,WI,1550,199.0,24,8.0,2020-03-31T16:22:39.452,Agree,Agree
24,2020-04-01T00:00:00.000,IL,6980,986.0,141,42.0,2020-03-31T16:22:39.452,Agree,Agree
25,2020-04-01T00:00:00.000,CA,8155,24.0,172,0.0,2020-03-31T16:22:39.452,Not agree,Not agree
26,2020-04-01T00:00:00.000,TX,3997,731.0,58,17.0,2020-03-31T16:22:39.452,Not agree,Not agree
27,2020-04-01T00:00:00.000,PR,286,47.0,11,3.0,2020-03-31T16:22:39.452,Agree,Agree
28,2020-04-01T00:00:00.000,NJ,22255,3559.0,355,88.0,2020-03-31T16:22:39.452,Not agree,Agree
29,2020-04-01T00:00:00.000,NC,1857,273.0,16,7.0,2020-03-31T16:22:39.452,Agree,Agree
30,2020-04-01T00:00:00.000,LA,6424,1187.0,273,34.0,2020-03-31T16:22:39.452,Not agree,Agree
31,2020-04-01T00:00:00.000,OK,719,154.0,30,7.0,2020-03-31T16:22:39.452,Agree,Agree
32,2020-04-01T00:00:00.000,NV,1279,166.0,32,6.0,2020-03-31T16:22:39.452,,
33,2020-04-01T00:00:00.000,ID,669,144.0,9,0.0,2020-03-31T16:22:39.452,Agree,Agree
34,2020-04-01T00:00:00.000,GA,4748,163.0,154,24.0,2020-03-31T16:22:39.452,Not agree,Not agree
35,2020-04-01T00:00:00.000,IN,2565,406.0,65,16.0,2020-03-31T16:22:39.452,Not agree,Agree
36,2020-04-01T00:00:00.000,NY,36273,3617.0,275,64.0,2020-03-31T16:22:39.452,Not agree,Not agree
37,2020-04-01T00:00:00.000,MD,1985,325.0,31,13.0,2020-03-31T16:22:39.452,N/A,Agree
38,2020-04-01T00:00:00.000,AR,614,54.0,10,2.0,2020-03-31T16:22:39.452,Not agree,Not agree
39,2020-04-01T00:00:00.000,OR,736,46.0,18,0.0,2020-03-31T16:22:39.452,Agree,Agree
40,2020-04-01T00:00:00.000,MN,742,53.0,18,1.0,2020-03-31T16:22:39.452,N/A,Agree
41,2020-04-01T00:00:00.000,MO,1581,254.0,18,4.0,2020-03-31T16:22:39.452,Not agree,Not agree
42,2020-04-01T00:00:00.000,UT,1012,78.0,7,2.0,2020-03-31T16:22:39.452,Agree,Agree
43,2020-04-01T00:00:00.000,WV,191,29.0,2,1.0,2020-03-31T16:22:39.452,Agree,Not agree
44,2020-04-01T00:00:00.000,DE,368,49.0,11,1.0,2020-03-31T16:22:39.452,Agree,Agree
45,2020-04-01T00:00:00.000,SD,129,21.0,2,1.0,2020-03-31T16:22:39.452,N/A,Agree
46,2020-04-01T00:00:00.000,RI,566,46.0,10,2.0,2020-03-31T16:22:39.452,Not agree,N/A
47,2020-04-01T00:00:00.000,NH,415,48.0,4,1.0,2020-03-31T16:22:39.452,Not agree,Not agree
48,2020-04-01T00:00:00.000,DC,586,91.0,11,2.0,2020-03-31T16:22:39.452,,
49,2020-04-01T00:00:00.000,KS,482,54.0,10,1.0,2020-03-31T16:22:39.452,Agree,N/A
50,2020-04-01T00:00:00.000,ME,344,41.0,7,2.0,2020-03-31T16:22:39.452,Agree,N/A
51,2020-04-01T00:00:00.000,MT,228,25.0,5,0.0,2020-03-31T16:22:39.452,Agree,Agree
52,2020-04-01T00:00:00.000,HI,205,20.0,1,0.0,2020-03-31T16:22:39.452,Not agree,Not agree
53,2020-04-01T00:00:00.000,AK,143,10.0,3,0.0,2020-03-31T16:22:39.452,N/A,N/A
54,2020-04-01T00:00:00.000,GU,77,6.0,3,1.0,2020-03-31T16:22:39.452,Not agree,Not agree
55,2020-04-01T00:00:00.000,VT,321,28.0,16,3.0,2020-03-31T16:22:39.452,Not agree,Not agree
56,2020-04-01T00:00:00.000,VI,30,0.0,0,0.0,2020-03-31T16:22:39.452,,
57,2020-04-01T00:00:00.000,MP,8,6.0,0,0.0,2020-03-31T16:22:39.452,Agree,Agree
58,2020-04-01T00:00:00.000,FSM,0,0.0,0,0.0,2020-03-31T16:22:39.452,Agree,Agree
59,2020-04-01T00:00:00.000,PW,0,0.0,0,0.0,2020-03-31T16:22:39.452,,
