,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-03-13T00:00:00.000,CO,49,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
1,2020-03-13T00:00:00.000,FL,31,0.0,2,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
2,2020-03-13T00:00:00.000,AZ,10,1.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
3,2020-03-13T00:00:00.000,SC,12,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
4,2020-03-13T00:00:00.000,CT,7,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
5,2020-03-13T00:00:00.000,NE,10,0.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
6,2020-03-13T00:00:00.000,KY,11,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
7,2020-03-13T00:00:00.000,WY,1,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
8,2020-03-13T00:00:00.000,IA,16,0.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
9,2020-03-13T00:00:00.000,NM,5,0.0,0,0.0,2020-03-26T16:22:39.452,N/A,Not agree
10,2020-03-13T00:00:00.000,ND,1,0.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
11,2020-03-13T00:00:00.000,WA,568,111.0,37,6.0,2020-03-26T16:22:39.452,N/A,N/A
12,2020-03-13T00:00:00.000,RMI,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
13,2020-03-13T00:00:00.000,TN,26,8.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
14,2020-03-13T00:00:00.000,AS,0,0.0,0,0.0,2020-03-26T16:22:39.452,,
15,2020-03-13T00:00:00.000,MA,109,1.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
16,2020-03-13T00:00:00.000,PA,29,6.0,0,0.0,2020-03-26T16:22:39.452,Agree,Not agree
