,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-03-30T00:00:00.000,CO,2627,320.0,51,4.0,2020-03-29T16:22:39.452,Agree,Agree
1,2020-03-30T00:00:00.000,FL,5489,721.0,71,11.0,2020-03-29T16:22:39.452,Not agree,Not agree
2,2020-03-30T00:00:00.000,AZ,1157,238.0,20,3.0,2020-03-29T16:22:39.452,Agree,Agree
3,2020-03-30T00:00:00.000,SC,925,151.0,18,2.0,2020-03-29T16:22:39.452,Agree,Agree
4,2020-03-30T00:00:00.000,CT,2571,578.0,36,2.0,2020-03-29T16:22:39.452,Agree,Agree
5,2020-03-30T00:00:00.000,NE,145,25.0,2,0.0,2020-03-29T16:22:39.452,Not agree,Not agree
6,2020-03-30T00:00:00.000,KY,480,41.0,11,2.0,2020-03-29T16:22:39.452,Agree,Agree
7,2020-03-30T00:00:00.000,WY,95,8.0,0,0.0,2020-03-29T16:22:39.452,Agree,Agree
8,2020-03-30T00:00:00.000,IA,424,88.0,6,2.0,2020-03-29T16:22:39.452,Not agree,Not agree
9,2020-03-30T00:00:00.000,NM,281,44.0,4,2.0,2020-03-29T16:22:39.452,N/A,Not agree
10,2020-03-30T00:00:00.000,ND,109,11.0,3,2.0,2020-03-29T16:22:39.452,Not agree,Not agree
11,2020-03-30T00:00:00.000,WA,4896,390.0,195,6.0,2020-03-29T16:22:39.452,N/A,N/A
12,2020-03-30T00:00:00.000,RMI,0,0.0,0,0.0,2020-03-29T16:22:39.452,Agree,Agree
13,2020-03-30T00:00:00.000,TN,1834,297.0,13,6.0,2020-03-29T16:22:39.452,Agree,Agree
14,2020-03-30T00:00:00.000,AS,0,0.0,0,0.0,2020-03-29T16:22:39.452,,
15,2020-03-30T00:00:00.000,MA,5752,797.0,56,8.0,2020-03-29T16:22:39.452,Agree,Agree
16,2020-03-30T00:00:00.000,PA,4087,693.0,49,11.0,2020-03-29T16:22:39.452,Agree,Not agree
17,2020-03-30T00:00:00.000,NYC,38087,4613.0,914,138.0,2020-03-29T16:22:39.452,Agree,Agree
18,2020-03-30T00:00:00.000,OH,1933,280.0,39,10.0,2020-03-29T16:22:39.452,Agree,Agree
19,2020-03-30T00:00:00.000,AL,947,117.0,6,2.0,2020-03-29T16:22:39.452,Agree,Agree
20,2020-03-30T00:00:00.000,VA,1020,0.0,27,2.0,2020-03-29T16:22:39.452,Agree,Agree
