,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-04-12T00:00:00.000,CO,7303,410.0,290,16.0,2020-04-11T16:22:39.452,Agree,Agree
1,2020-04-12T00:00:00.000,FL,19337,892.0,461,15.0,2020-04-11T16:22:39.452,Not agree,Not agree
2,2020-04-12T00:00:00.000,AZ,3539,146.0,115,7.0,2020-04-11T16:22:39.452,Agree,Agree
3,2020-04-12T00:00:00.000,SC,3319,112.0,82,2.0,2020-04-11T16:22:39.452,Agree,Agree
4,2020-04-12T00:00:00.000,CT,12035,525.0,554,60.0,2020-04-11T16:22:39.452,Agree,Agree
5,2020-04-12T00:00:00.000,NE,814,110.0,17,0.0,2020-04-11T16:22:39.452,Not agree,Not agree
6,2020-04-12T00:00:00.000,KY,1963,123.0,97,3.0,2020-04-11T16:22:39.452,Agree,Agree
7,2020-04-12T00:00:00.000,WY,270,9.0,0,0.0,2020-04-11T16:22:39.452,Agree,Agree
8,2020-04-12T00:00:00.000,IA,1587,77.0,41,7.0,2020-04-11T16:22:39.452,Not agree,Not agree
9,2020-04-12T00:00:00.000,NM,1245,71.0,26,6.0,2020-04-11T16:22:39.452,N/A,Not agree
10,2020-04-12T00:00:00.000,ND,308,15.0,8,1.0,2020-04-11T16:22:39.452,Not agree,Not agree
11,2020-04-12T00:00:00.000,WA,10411,187.0,508,17.0,2020-04-11T16:22:39.452,N/A,N/A
12,2020-04-12T00:00:00.000,RMI,0,0.0,0,0.0,2020-04-11T16:22:39.452,Agree,Agree
13,2020-04-12T00:00:00.000,TN,5308,445.0,101,1.0,2020-04-11T16:22:39.452,Agree,Agree
14,2020-04-12T00:00:00.000,AS,0,0.0,0,0.0,2020-04-11T16:22:39.452,,
15,2020-04-12T00:00:00.000,MA,25475,1557.0,756,64.0,2020-04-11T16:22:39.452,Agree,Agree
16,2020-04-12T00:00:00.000,PA,22833,1177.0,507,13.0,2020-04-11T16:22:39.452,Agree,Not agree
17,2020-04-12T00:00:00.000,NYC,103208,4900.0,6719,352.0,2020-04-11T16:22:39.452,Agree,Agree
18,2020-04-12T00:00:00.000,OH,6518,268.0,248,1.0,2020-04-11T16:22:39.452,Agree,Agree
19,2020-04-12T00:00:00.000,AL,3583,321.0,61,1.0,2020-04-11T16:22:39.452,Agree,Agree
20,2020-04-12T00:00:00.000,VA,5747,670.0,149,19.0,2020-04-11T16:22:39.452,Agree,Agree
21,2020-04-12T00:00:00.000,MI,24638,785.0,1487,96.0,2020-04-11T16:22:39.452,Agree,Agree
22,2020-04-12T00:00:00.000,MS,2942,300.0,98,5.0,2020-04-11T16:22:39.452,Agree,Agree
23,2020-04-12T00:00:00.000,WI,3341,120.0,144,7.0,2020-04-11T16:22:39.452,Agree,Agree
24,2020-04-12T00:00:00.000,IL,20852,1672.0,720,43.0,2020-04-11T16:22:39.452,Agree,Agree
25,2020-04-12T00:00:00.000,CA,21794,1179.0,651,42.0,2020-04-11T16:22:39.452,Not agree,Not agree
26,2020-04-12T00:00:00.000,TX,13484,923.0,271,17.0,2020-04-11T16:22:39.452,Not agree,Not agree
27,2020-04-12T00:00:00.000,PR,897,109.0,44,2.0,2020-04-11T16:22:39.452,Agree,Agree
28,2020-04-12T00:00:00.000,NJ,61850,3699.0,2350,163.0,2020-04-11T16:22:39.452,Not agree,Agree
29,2020-04-12T00:00:00.000,NC,4520,208.0,81,1.0,2020-04-11T16:22:39.452,Agree,Agree
30,2020-04-12T00:00:00.000,LA,20595,581.0,840,34.0,2020-04-11T16:22:39.452,Not agree,Agree
31,2020-04-12T00:00:00.000,OK,1970,102.0,96,2.0,2020-04-11T16:22:39.452,Agree,Agree
32,2020-04-12T00:00:00.000,NV,2836,136.0,114,2.0,2020-04-11T16:22:39.452,,
33,2020-04-12T00:00:00.000,ID,1458,51.0,27,0.0,2020-04-11T16:22:39.452,Agree,Agree
34,2020-04-12T00:00:00.000,GA,13012,751.0,447,15.0,2020-04-11T16:22:39.452,Not agree,Not agree
35,2020-04-12T00:00:00.000,IN,7928,493.0,350,0.0,2020-04-11T16:22:39.452,Not agree,Agree
36,2020-04-12T00:00:00.000,NY,85486,3336.0,2443,183.0,2020-04-11T16:22:39.452,Not agree,Not agree
37,2020-04-12T00:00:00.000,MD,8936,1242.0,262,56.0,2020-04-11T16:22:39.452,N/A,Agree
38,2020-04-12T00:00:00.000,AR,1307,73.0,29,2.0,2020-04-11T16:22:39.452,Not agree,Not agree
39,2020-04-12T00:00:00.000,OR,1527,80.0,52,1.0,2020-04-11T16:22:39.452,Agree,Agree
40,2020-04-12T00:00:00.000,MN,1621,107.0,70,3.0,2020-04-11T16:22:39.452,N/A,Agree
41,2020-04-12T00:00:00.000,MO,4160,136.0,110,1.0,2020-04-11T16:22:39.452,Not agree,Not agree
42,2020-04-12T00:00:00.000,UT,2338,132.0,18,0.0,2020-04-11T16:22:39.452,Agree,Agree
43,2020-04-12T00:00:00.000,WV,611,20.0,8,2.0,2020-04-11T16:22:39.452,Agree,Not agree
44,2020-04-12T00:00:00.000,DE,1625,146.0,35,2.0,2020-04-11T16:22:39.452,Agree,Agree
45,2020-04-12T00:00:00.000,SD,730,104.0,6,0.0,2020-04-11T16:22:39.452,N/A,Agree
46,2020-04-12T00:00:00.000,RI,2665,316.0,63,7.0,2020-04-11T16:22:39.452,Not agree,N/A
47,2020-04-12T00:00:00.000,NH,985,56.0,23,0.0,2020-04-11T16:22:39.452,Not agree,Not agree
48,2020-04-12T00:00:00.000,DC,1875,97.0,50,3.0,2020-04-11T16:22:39.452,,
49,2020-04-12T00:00:00.000,KS,1377,98.0,57,1.0,2020-04-11T16:22:39.452,Agree,N/A
50,2020-04-12T00:00:00.000,ME,633,17.0,19,0.0,2020-04-11T16:22:39.452,Agree,N/A
51,2020-04-12T00:00:00.000,MT,394,17.0,6,0.0,2020-04-11T16:22:39.452,Agree,Agree
52,2020-04-12T00:00:00.000,HI,465,13.0,9,0.0,2020-04-11T16:22:39.452,Not agree,Not agree
53,2020-04-12T00:00:00.000,AK,272,15.0,8,0.0,2020-04-11T16:22:39.452,N/A,N/A
54,2020-04-12T00:00:00.000,GU,133,0.0,5,0.0,2020-04-11T16:22:39.452,Not agree,Not agree
55,2020-04-12T00:00:00.000,VT,727,16.0,27,2.0,2020-04-11T16:22:39.452,Not agree,Not agree
56,2020-04-12T00:00:00.000,VI,51,0.0,1,0.0,2020-04-11T16:22:39.452,,
57,2020-04-12T00:00:00.000,MP,11,0.0,2,0.0,2020-04-11T16:22:39.452,Agree,Agree
58,2020-04-12T00:00:00.000,FSM,0,0.0,0,0.0,2020-04-11T16:22:39.452,Agree,Agree
59,2020-04-12T00:00:00.000,PW,0,0.0,0,0.0,2020-04-11T16:22:39.452,,
