,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
0,2020-11-03T00:00:00.000,CO,114709,107417.0,7292,2562.0,92,2311,1915.0,396,19.0,3,2020-11-04T15:03:00.406,Agree,Agree
1,2020-11-03T00:00:00.000,FL,805924,,,4553.0,1252,16890,,,56.0,1,2020-11-04T15:03:00.406,Not agree,Not agree
2,2020-11-03T00:00:00.000,AZ,249818,243782.0,6036,1679.0,117,6020,5679.0,341,38.0,23,2020-11-04T15:03:00.406,Agree,Agree
3,2020-11-03T00:00:00.000,SC,179952,170862.0,9090,1035.0,221,3968,3713.0,255,22.0,6,2020-11-04T15:03:00.406,Agree,Agree
4,2020-11-03T00:00:00.000,CT,74843,70746.0,4097,985.0,65,4634,3725.0,909,7.0,0,2020-11-04T15:03:00.406,Agree,Agree
5,2020-11-03T00:00:00.000,NE,74060,,,1440.0,0,660,,,4.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
6,2020-11-03T00:00:00.000,KY,111379,93407.0,17972,1709.0,530,1503,1480.0,23,11.0,1,2020-11-04T15:03:00.406,Agree,Agree
7,2020-11-03T00:00:00.000,WY,14619,12399.0,2220,452.0,112,93,93.0,0,6.0,0,2020-11-04T15:03:00.406,Agree,Agree
8,2020-11-03T00:00:00.000,IA,133762,,,1639.0,442,1765,,,24.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
9,2020-11-03T00:00:00.000,NM,49240,,,1136.0,0,1045,,,9.0,0,2020-11-04T15:03:00.406,N/A,Not agree
10,2020-11-03T00:00:00.000,ND,48301,,,1114.0,0,568,,,12.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
11,2020-11-03T00:00:00.000,WA,110011,,,657.0,0,2400,,,22.0,0,2020-11-04T15:03:00.406,N/A,N/A
12,2020-11-03T00:00:00.000,RMI,1,1.0,0,0.0,0,0,0.0,0,0.0,0,2020-11-04T15:03:00.406,Agree,Agree
13,2020-11-03T00:00:00.000,TN,266357,250991.0,15366,1770.0,135,3454,3249.0,205,75.0,12,2020-11-04T15:03:00.406,Agree,Agree
14,2020-11-03T00:00:00.000,AS,0,,,0.0,0,0,,,0.0,0,2020-11-04T15:03:00.406,,
15,2020-11-03T00:00:00.000,MA,167204,157308.0,9896,923.0,0,10017,9809.0,208,12.0,0,2020-11-04T15:03:00.406,Agree,Agree
16,2020-11-03T00:00:00.000,PA,214871,204363.0,10508,2875.0,276,8855,,,32.0,9,2020-11-04T15:03:00.406,Agree,Not agree
17,2020-11-03T00:00:00.000,NYC,268924,258205.0,10719,930.0,338,24034,19376.0,4658,13.0,0,2020-11-04T15:03:00.406,Agree,Agree
18,2020-11-03T00:00:00.000,OH,226138,213350.0,12788,4229.0,153,5373,5049.0,324,33.0,10,2020-11-04T15:03:00.406,Agree,Agree
19,2020-11-03T00:00:00.000,AL,195929,166627.0,29302,1037.0,394,2987,2782.0,205,14.0,-1,2020-11-04T15:03:00.406,Agree,Agree
20,2020-11-03T00:00:00.000,VA,185837,171427.0,14410,1157.0,308,3677,3416.0,261,11.0,3,2020-11-04T15:03:00.406,Agree,Agree
21,2020-11-03T00:00:00.000,MI,207763,187995.0,19768,3437.0,331,7761,7400.0,361,45.0,2,2020-11-04T15:03:00.406,Agree,Agree
22,2020-11-03T00:00:00.000,MS,122275,106024.0,16251,766.0,487,3397,3045.0,352,13.0,4,2020-11-04T15:03:00.406,Agree,Agree
23,2020-11-03T00:00:00.000,IL,436277,430018.0,6259,6516.0,0,10161,9878.0,283,68.0,0,2020-11-04T15:03:00.406,Agree,Agree
24,2020-11-03T00:00:00.000,WI,251032,238067.0,12965,6104.0,333,2171,2102.0,69,58.0,6,2020-11-04T15:03:00.406,Agree,Agree
25,2020-11-03T00:00:00.000,CA,934672,,,4044.0,0,17686,,,14.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
26,2020-11-03T00:00:00.000,PR,69020,35807.0,33213,77.0,20,850,648.0,202,8.0,2,2020-11-04T15:03:00.406,Agree,Agree
27,2020-11-03T00:00:00.000,NC,280377,268613.0,11764,2349.0,187,4457,4371.0,86,67.0,9,2020-11-04T15:03:00.406,Agree,Agree
28,2020-11-03T00:00:00.000,OK,132966,115566.0,17400,1342.0,306,1382,1343.0,39,21.0,0,2020-11-04T15:03:00.406,Agree,Agree
29,2020-11-03T00:00:00.000,TX,916773,,,7516.0,0,18194,,,97.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
30,2020-11-03T00:00:00.000,NJ,242825,,,1828.0,0,16371,14582.0,1789,14.0,-4,2020-11-04T15:03:00.406,Not agree,Agree
31,2020-11-03T00:00:00.000,LA,189148,,,1153.0,0,5951,5737.0,214,17.0,0,2020-11-04T15:03:00.406,Not agree,Agree
32,2020-11-03T00:00:00.000,ID,67024,58223.0,8801,1179.0,353,647,600.0,47,15.0,3,2020-11-04T15:03:00.406,Agree,Agree
33,2020-11-03T00:00:00.000,NV,103025,,,911.0,0,1807,,,23.0,0,2020-11-04T15:03:00.406,,
34,2020-11-03T00:00:00.000,GA,364589,,,1668.0,0,8029,,,30.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
35,2020-11-03T00:00:00.000,IN,188066,,,2881.0,0,4439,4199.0,240,49.0,0,2020-11-04T15:03:00.406,Not agree,Agree
36,2020-11-03T00:00:00.000,MD,148766,,,1000.0,0,4172,4025.0,147,10.0,0,2020-11-04T15:03:00.406,N/A,Agree
37,2020-11-03T00:00:00.000,NY,248091,,,1519.0,0,9290,,,8.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
38,2020-11-03T00:00:00.000,AR,114161,,,520.0,0,2003,,,18.0,2,2020-11-04T15:03:00.406,Not agree,Not agree
39,2020-11-03T00:00:00.000,MN,157096,,,3476.0,97,2553,2478.0,75,15.0,0,2020-11-04T15:03:00.406,N/A,Agree
40,2020-11-03T00:00:00.000,OR,46460,44740.0,1720,482.0,0,701,686.0,15,9.0,0,2020-11-04T15:03:00.406,Agree,Agree
41,2020-11-03T00:00:00.000,UT,119375,119375.0,0,1669.0,0,620,613.0,7,6.0,0,2020-11-04T15:03:00.406,Agree,Agree
42,2020-11-03T00:00:00.000,WV,25593,23446.0,2147,358.0,131,469,,,11.0,3,2020-11-04T15:03:00.406,Agree,Not agree
43,2020-11-03T00:00:00.000,MO,190424,,,2238.0,0,3064,,,33.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
44,2020-11-03T00:00:00.000,DE,25534,24336.0,1198,108.0,8,712,625.0,87,0.0,0,2020-11-04T15:03:00.406,Agree,Agree
45,2020-11-03T00:00:00.000,SD,48854,,,1004.0,78,446,425.0,21,8.0,0,2020-11-04T15:03:00.406,N/A,Agree
46,2020-11-03T00:00:00.000,RI,34543,,,423.0,0,1212,,,2.0,0,2020-11-04T15:03:00.406,Not agree,N/A
47,2020-11-03T00:00:00.000,KS,89277,81438.0,7839,0.0,0,1046,,,0.0,0,2020-11-04T15:03:00.406,Agree,N/A
48,2020-11-03T00:00:00.000,ME,7077,6241.0,836,151.0,47,150,,,2.0,0,2020-11-04T15:03:00.406,Agree,N/A
49,2020-11-03T00:00:00.000,NH,11448,,,128.0,59,483,,,0.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
50,2020-11-03T00:00:00.000,DC,17524,,,86.0,0,647,,,0.0,0,2020-11-04T15:03:00.406,,
51,2020-11-03T00:00:00.000,MT,35159,35159.0,0,907.0,0,399,399.0,0,13.0,0,2020-11-04T15:03:00.406,Agree,Agree
52,2020-11-03T00:00:00.000,HI,15229,,,82.0,0,218,,,0.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
53,2020-11-03T00:00:00.000,AK,16360,,,388.0,0,84,,,0.0,0,2020-11-04T15:03:00.406,N/A,N/A
54,2020-11-03T00:00:00.000,GU,4812,,,184.0,64,80,,,1.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
55,2020-11-03T00:00:00.000,VT,2267,,,48.0,0,58,,,0.0,0,2020-11-04T15:03:00.406,Not agree,Not agree
56,2020-11-03T00:00:00.000,VI,1388,,,3.0,0,22,,,0.0,0,2020-11-04T15:03:00.406,,
57,2020-11-03T00:00:00.000,MP,96,96.0,0,0.0,0,2,2.0,0,0.0,0,2020-11-04T15:03:00.406,Agree,Agree
58,2020-11-03T00:00:00.000,FSM,0,0.0,0,0.0,0,0,0.0,0,0.0,0,2020-11-04T15:03:00.406,Agree,Agree
59,2020-11-03T00:00:00.000,PW,0,,,0.0,0,0,,,0.0,0,2020-11-04T15:03:00.406,,
