,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-03-25T00:00:00.000,CO,1086,165.0,19,8.0,2020-03-26T16:22:39.452,Agree,Agree
1,2020-03-25T00:00:00.000,FL,1861,488.0,23,3.0,2020-03-26T16:22:39.452,Not agree,Not agree
2,2020-03-25T00:00:00.000,AZ,401,75.0,6,1.0,2020-03-26T16:22:39.452,Agree,Agree
3,2020-03-25T00:00:00.000,SC,424,82.0,7,0.0,2020-03-26T16:22:39.452,Agree,Agree
4,2020-03-25T00:00:00.000,CT,875,257.0,19,7.0,2020-03-26T16:22:39.452,Agree,Agree
5,2020-03-25T00:00:00.000,NE,64,11.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
6,2020-03-25T00:00:00.000,KY,198,35.0,5,1.0,2020-03-26T16:22:39.452,Agree,Agree
7,2020-03-25T00:00:00.000,WY,44,14.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
8,2020-03-25T00:00:00.000,IA,145,21.0,1,1.0,2020-03-26T16:22:39.452,Not agree,Not agree
9,2020-03-25T00:00:00.000,NM,112,12.0,1,1.0,2020-03-26T16:22:39.452,N/A,Not agree
10,2020-03-25T00:00:00.000,ND,45,8.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
11,2020-03-25T00:00:00.000,WA,2580,111.0,132,9.0,2020-03-26T16:22:39.452,N/A,N/A
12,2020-03-25T00:00:00.000,RMI,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
13,2020-03-25T00:00:00.000,TN,784,117.0,3,1.0,2020-03-26T16:22:39.452,Agree,Agree
14,2020-03-25T00:00:00.000,AS,0,0.0,0,0.0,2020-03-26T16:22:39.452,,
15,2020-03-25T00:00:00.000,MA,1838,679.0,15,4.0,2020-03-26T16:22:39.452,Agree,Agree
16,2020-03-25T00:00:00.000,PA,1128,277.0,10,3.0,2020-03-26T16:22:39.452,Agree,Not agree
17,2020-03-25T00:00:00.000,NYC,20011,4414.0,280,88.0,2020-03-26T16:22:39.452,Agree,Agree
18,2020-03-25T00:00:00.000,OH,704,140.0,10,2.0,2020-03-26T16:22:39.452,Agree,Agree
19,2020-03-25T00:00:00.000,AL,386,144.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
20,2020-03-25T00:00:00.000,VA,460,69.0,13,4.0,2020-03-26T16:22:39.452,Agree,Agree
21,2020-03-25T00:00:00.000,MI,2294,503.0,43,19.0,2020-03-26T16:22:39.452,Agree,Agree
22,2020-03-25T00:00:00.000,MS,485,108.0,5,3.0,2020-03-26T16:22:39.452,Agree,Agree
23,2020-03-25T00:00:00.000,WI,585,128.0,6,1.0,2020-03-26T16:22:39.452,Agree,Agree
24,2020-03-25T00:00:00.000,IL,1865,330.0,19,3.0,2020-03-26T16:22:39.452,Agree,Agree
25,2020-03-25T00:00:00.000,CA,2982,471.0,57,13.0,2020-03-26T16:22:39.452,Not agree,Not agree
26,2020-03-25T00:00:00.000,TX,974,259.0,12,1.0,2020-03-26T16:22:39.452,Not agree,Not agree
27,2020-03-25T00:00:00.000,PR,51,12.0,2,0.0,2020-03-26T16:22:39.452,Agree,Agree
28,2020-03-25T00:00:00.000,NJ,4402,727.0,62,18.0,2020-03-26T16:22:39.452,Not agree,Agree
29,2020-03-25T00:00:00.000,NC,636,132.0,1,1.0,2020-03-26T16:22:39.452,Agree,Agree
30,2020-03-25T00:00:00.000,LA,1946,558.0,73,27.0,2020-03-26T16:22:39.452,Not agree,Agree
31,2020-03-25T00:00:00.000,OK,223,117.0,7,4.0,2020-03-26T16:22:39.452,Agree,Agree
32,2020-03-25T00:00:00.000,NV,321,43.0,6,2.0,2020-03-26T16:22:39.452,,
33,2020-03-25T00:00:00.000,ID,123,52.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
34,2020-03-25T00:00:00.000,GA,1441,322.0,47,9.0,2020-03-26T16:22:39.452,Not agree,Not agree
35,2020-03-25T00:00:00.000,IN,477,112.0,14,2.0,2020-03-26T16:22:39.452,Not agree,Agree
36,2020-03-25T00:00:00.000,NY,12955,2194.0,52,13.0,2020-03-26T16:22:39.452,Not agree,Not agree
37,2020-03-25T00:00:00.000,MD,580,231.0,4,0.0,2020-03-26T16:22:39.452,N/A,Agree
38,2020-03-25T00:00:00.000,AR,306,76.0,2,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
39,2020-03-25T00:00:00.000,OR,266,57.0,10,2.0,2020-03-26T16:22:39.452,Agree,Agree
40,2020-03-25T00:00:00.000,MN,346,59.0,2,1.0,2020-03-26T16:22:39.452,N/A,Agree
41,2020-03-25T00:00:00.000,MO,356,101.0,8,3.0,2020-03-26T16:22:39.452,Not agree,Not agree
42,2020-03-25T00:00:00.000,UT,346,48.0,1,0.0,2020-03-26T16:22:39.452,Agree,Agree
43,2020-03-25T00:00:00.000,WV,51,12.0,0,0.0,2020-03-26T16:22:39.452,Agree,Not agree
44,2020-03-25T00:00:00.000,DE,119,15.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
45,2020-03-25T00:00:00.000,SD,41,11.0,1,0.0,2020-03-26T16:22:39.452,N/A,Agree
46,2020-03-25T00:00:00.000,RI,132,8.0,0,0.0,2020-03-26T16:22:39.452,Not agree,N/A
47,2020-03-25T00:00:00.000,NH,137,29.0,1,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
48,2020-03-25T00:00:00.000,DC,231,48.0,3,1.0,2020-03-26T16:22:39.452,,
49,2020-03-25T00:00:00.000,KS,98,0.0,2,0.0,2020-03-26T16:22:39.452,Agree,N/A
50,2020-03-25T00:00:00.000,ME,147,29.0,0,0.0,2020-03-26T16:22:39.452,Agree,N/A
51,2020-03-25T00:00:00.000,MT,65,17.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
52,2020-03-25T00:00:00.000,HI,76,6.0,0,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
53,2020-03-25T00:00:00.000,AK,59,17.0,1,0.0,2020-03-26T16:22:39.452,N/A,N/A
54,2020-03-25T00:00:00.000,GU,38,8.0,1,0.0,2020-03-26T16:22:39.452,Not agree,Not agree
55,2020-03-25T00:00:00.000,VT,123,28.0,8,1.0,2020-03-26T16:22:39.452,Not agree,Not agree
56,2020-03-25T00:00:00.000,VI,17,0.0,0,0.0,2020-03-26T16:22:39.452,,
57,2020-03-25T00:00:00.000,MP,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
58,2020-03-25T00:00:00.000,FSM,0,0.0,0,0.0,2020-03-26T16:22:39.452,Agree,Agree
59,2020-03-25T00:00:00.000,PW,0,0.0,0,0.0,2020-03-26T16:22:39.452,,
