,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-04-07T00:00:00.000,CO,5429,257.0,179,29.0,2020-04-07T16:22:39.452,Agree,Agree
1,2020-04-07T00:00:00.000,FL,14302,1088.0,296,42.0,2020-04-07T16:22:39.452,Not agree,Not agree
2,2020-04-07T00:00:00.000,AZ,2575,119.0,73,8.0,2020-04-07T16:22:39.452,Agree,Agree
3,2020-04-07T00:00:00.000,SC,2417,185.0,51,3.0,2020-04-07T16:22:39.452,Agree,Agree
4,2020-04-07T00:00:00.000,CT,7781,875.0,277,71.0,2020-04-07T16:22:39.452,Agree,Agree
5,2020-04-07T00:00:00.000,NE,478,66.0,10,2.0,2020-04-07T16:22:39.452,Not agree,Not agree
6,2020-04-07T00:00:00.000,KY,1149,141.0,65,6.0,2020-04-07T16:22:39.452,Agree,Agree
7,2020-04-07T00:00:00.000,WY,221,9.0,0,0.0,2020-04-07T16:22:39.452,Agree,Agree
8,2020-04-07T00:00:00.000,IA,1048,102.0,26,1.0,2020-04-07T16:22:39.452,Not agree,Not agree
9,2020-04-07T00:00:00.000,NM,794,108.0,13,1.0,2020-04-07T16:22:39.452,N/A,Not agree
10,2020-04-07T00:00:00.000,ND,237,12.0,4,1.0,2020-04-07T16:22:39.452,Not agree,Not agree
11,2020-04-07T00:00:00.000,WA,8682,1364.0,394,23.0,2020-04-07T16:22:39.452,N/A,N/A
12,2020-04-07T00:00:00.000,RMI,0,0.0,0,0.0,2020-04-07T16:22:39.452,Agree,Agree
13,2020-04-07T00:00:00.000,TN,4139,336.0,72,7.0,2020-04-07T16:22:39.452,Agree,Agree
14,2020-04-07T00:00:00.000,AS,0,0.0,0,0.0,2020-04-07T16:22:39.452,,
15,2020-04-07T00:00:00.000,MA,15202,1365.0,356,96.0,2020-04-07T16:22:39.452,Agree,Agree
16,2020-04-07T00:00:00.000,PA,14559,1579.0,240,78.0,2020-04-07T16:22:39.452,Agree,Not agree
17,2020-04-07T00:00:00.000,NYC,76876,8100.0,4111,1373.0,2020-04-07T16:22:39.452,Agree,Agree
18,2020-04-07T00:00:00.000,OH,4782,332.0,167,25.0,2020-04-07T16:22:39.452,Agree,Agree
19,2020-04-07T00:00:00.000,AL,2197,191.0,39,7.0,2020-04-07T16:22:39.452,Agree,Agree
20,2020-04-07T00:00:00.000,VA,3645,312.0,75,12.0,2020-04-07T16:22:39.452,Agree,Agree
21,2020-04-07T00:00:00.000,MI,18970,1749.0,845,118.0,2020-04-07T16:22:39.452,Agree,Agree
22,2020-04-07T00:00:00.000,MS,2003,88.0,67,8.0,2020-04-07T16:22:39.452,Agree,Agree
