,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
0,2020-09-19T00:00:00.000,CO,64356,59782.0,4574,606.0,60,2013,1662.0,351,4.0,0,2020-09-20T13:53:10.094,Agree,Agree
1,2020-09-19T00:00:00.000,FL,673194,,,3510.0,339,13287,,,62.0,9,2020-09-20T13:53:10.094,Not agree,Not agree
2,2020-09-19T00:00:00.000,AZ,213551,209298.0,4253,609.0,88,5467,5176.0,291,16.0,0,2020-09-20T13:53:10.094,Agree,Agree
3,2020-09-19T00:00:00.000,SC,137240,134052.0,3188,922.0,180,3188,3017.0,171,11.0,4,2020-09-20T13:53:10.094,Agree,Agree
4,2020-09-19T00:00:00.000,CT,55527,53218.0,2309,0.0,0,4492,3597.0,895,0.0,0,2020-09-20T13:53:10.094,Agree,Agree
5,2020-09-19T00:00:00.000,NE,40797,,,410.0,0,442,,,0.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
6,2020-09-19T00:00:00.000,KY,61106,54325.0,6781,978.0,162,1108,1099.0,9,7.0,0,2020-09-20T13:53:10.094,Agree,Agree
7,2020-09-19T00:00:00.000,WY,4780,4039.0,741,33.0,3,49,49.0,0,0.0,0,2020-09-20T13:53:10.094,Agree,Agree
8,2020-09-19T00:00:00.000,IA,79384,,,828.0,11,1264,,,4.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
9,2020-09-19T00:00:00.000,NM,27512,,,162.0,0,847,,,6.0,3,2020-09-20T13:53:10.094,N/A,Not agree
10,2020-09-19T00:00:00.000,ND,17958,,,351.0,0,192,,,0.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
11,2020-09-19T00:00:00.000,WA,82199,,,597.0,0,2037,,,0.0,0,2020-09-20T13:53:10.094,N/A,N/A
12,2020-09-19T00:00:00.000,RMI,0,0.0,0,0.0,0,0,0.0,0,0.0,0,2020-09-20T13:53:10.094,Agree,Agree
13,2020-09-19T00:00:00.000,TN,181439,175443.0,5996,942.0,136,2216,2135.0,81,20.0,1,2020-09-20T13:53:10.094,Agree,Agree
14,2020-09-19T00:00:00.000,AS,0,,,0.0,0,0,,,0.0,0,2020-09-20T13:53:10.094,,
15,2020-09-19T00:00:00.000,MA,135035,125139.0,9896,569.0,0,9293,9085.0,208,26.0,0,2020-09-20T13:53:10.094,Agree,Agree
16,2020-09-19T00:00:00.000,PA,149845,145335.0,4510,1162.0,55,7956,,,22.0,22,2020-09-20T13:53:10.094,Agree,Not agree
17,2020-09-19T00:00:00.000,NYC,241015,235649.0,5366,193.0,5,23777,19149.0,4628,6.0,3,2020-09-20T13:53:10.094,Agree,Agree
18,2020-09-19T00:00:00.000,OH,143547,135800.0,7747,951.0,73,4612,4316.0,296,4.0,0,2020-09-20T13:53:10.094,Agree,Agree
19,2020-09-19T00:00:00.000,AL,144164,129974.0,14190,1301.0,145,2437,2290.0,147,9.0,3,2020-09-20T13:53:10.094,Agree,Agree
20,2020-09-19T00:00:00.000,VA,140512,133723.0,6789,857.0,100,3015,2811.0,204,25.0,1,2020-09-20T13:53:10.094,Agree,Agree
21,2020-09-19T00:00:00.000,MI,128087,115870.0,12217,587.0,104,6969,6653.0,316,15.0,0,2020-09-20T13:53:10.094,Agree,Agree
22,2020-09-19T00:00:00.000,MS,93364,87045.0,6319,277.0,51,2810,2591.0,219,1.0,3,2020-09-20T13:53:10.094,Agree,Agree
23,2020-09-19T00:00:00.000,WI,105557,99562.0,5995,2403.0,120,1249,1241.0,8,3.0,0,2020-09-20T13:53:10.094,Agree,Agree
24,2020-09-19T00:00:00.000,IL,275054,272856.0,2198,2529.0,0,8672,8436.0,236,25.0,0,2020-09-20T13:53:10.094,Agree,Agree
25,2020-09-19T00:00:00.000,CA,774135,,,4304.0,0,14912,,,100.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
26,2020-09-19T00:00:00.000,TX,686068,,,3827.0,0,14848,,,135.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
27,2020-09-19T00:00:00.000,PR,41838,20069.0,21769,845.0,583,608,438.0,170,3.0,0,2020-09-20T13:53:10.094,Agree,Agree
28,2020-09-19T00:00:00.000,NJ,199309,,,461.0,0,16064,14273.0,1791,3.0,0,2020-09-20T13:53:10.094,Not agree,Agree
29,2020-09-19T00:00:00.000,NC,192248,192248.0,0,1229.0,0,3235,3235.0,0,28.0,0,2020-09-20T13:53:10.094,Agree,Agree
30,2020-09-19T00:00:00.000,LA,161322,,,0.0,0,5340,5172.0,168,0.0,0,2020-09-20T13:53:10.094,Not agree,Agree
31,2020-09-19T00:00:00.000,OK,82018,73784.0,8234,466.0,1249,955,942.0,13,16.0,13,2020-09-20T13:53:10.094,Agree,Agree
32,2020-09-19T00:00:00.000,NV,75607,,,323.0,0,1558,,,-7.0,-6,2020-09-20T13:53:10.094,,
33,2020-09-19T00:00:00.000,ID,37247,34149.0,3098,288.0,40,441,403.0,38,-9.0,0,2020-09-20T13:53:10.094,Agree,Agree
34,2020-09-19T00:00:00.000,GA,305021,,,2284.0,0,6599,,,62.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
35,2020-09-19T00:00:00.000,IN,110759,,,1076.0,0,3503,3278.0,225,8.0,0,2020-09-20T13:53:10.094,Not agree,Agree
36,2020-09-19T00:00:00.000,NY,209240,,,494.0,0,9014,,,1.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
37,2020-09-19T00:00:00.000,MD,120156,,,412.0,0,3879,3735.0,144,3.0,0,2020-09-20T13:53:10.094,N/A,Agree
38,2020-09-19T00:00:00.000,AR,75160,,,1078.0,275,1181,,,8.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
39,2020-09-19T00:00:00.000,OR,30599,29160.0,1439,257.0,0,525,511.0,14,4.0,0,2020-09-20T13:53:10.094,Agree,Agree
40,2020-09-19T00:00:00.000,MN,88721,,,914.0,0,2015,1963.0,52,13.0,0,2020-09-20T13:53:10.094,N/A,Agree
41,2020-09-19T00:00:00.000,MO,111516,,,1387.0,0,1793,,,13.0,0,2020-09-20T13:53:10.094,Not agree,Not agree
42,2020-09-19T00:00:00.000,UT,63538,63538.0,497,1071.0,0,439,439.0,0,2.0,0,2020-09-20T13:53:10.094,Agree,Agree
43,2020-09-19T00:00:00.000,WV,13874,13542.0,332,191.0,2,308,,,11.0,0,2020-09-20T13:53:10.094,Agree,Not agree
