,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at,consent_cases,consent_deaths
0,2020-04-08T00:00:00.000,CO,5655,226.0,193,14.0,2020-04-07T16:22:39.452,Agree,Agree
1,2020-04-08T00:00:00.000,FL,15234,932.0,323,27.0,2020-04-07T16:22:39.452,Not agree,Not agree
2,2020-04-08T00:00:00.000,AZ,2726,151.0,80,7.0,2020-04-07T16:22:39.452,Agree,Agree
3,2020-04-08T00:00:00.000,SC,2552,135.0,63,12.0,2020-04-07T16:22:39.452,Agree,Agree
4,2020-04-08T00:00:00.000,CT,8781,1000.0,335,58.0,2020-04-07T16:22:39.452,Agree,Agree
5,2020-04-08T00:00:00.000,NE,523,45.0,14,4.0,2020-04-07T16:22:39.452,Not agree,Not agree
6,2020-04-08T00:00:00.000,KY,1346,197.0,73,8.0,2020-04-07T16:22:39.452,Agree,Agree
7,2020-04-08T00:00:00.000,WY,230,9.0,0,0.0,2020-04-07T16:22:39.452,Agree,Agree
8,2020-04-08T00:00:00.000,IA,1145,97.0,27,1.0,2020-04-07T16:22:39.452,Not agree,Not agree
9,2020-04-08T00:00:00.000,NM,865,71.0,16,3.0,2020-04-07T16:22:39.452,N/A,Not agree
10,2020-04-08T00:00:00.000,ND,251,14.0,4,0.0,2020-04-07T16:22:39.452,Not agree,Not agree
11,2020-04-08T00:00:00.000,WA,9097,415.0,420,26.0,2020-04-07T16:22:39.452,N/A,N/A
12,2020-04-08T00:00:00.000,RMI,0,0.0,0,0.0,2020-04-07T16:22:39.452,Agree,Agree
13,2020-04-08T00:00:00.000,TN,4362,223.0,79,7.0,2020-04-07T16:22:39.452,Agree,Agree
14,2020-04-08T00:00:00.000,AS,0,0.0,0,0.0,2020-04-07T16:22:39.452,,
15,2020-04-08T00:00:00.000,MA,16567,1365.0,433,77.0,2020-04-07T16:22:39.452,Agree,Agree
16,2020-04-08T00:00:00.000,PA,16239,1680.0,310,70.0,2020-04-07T16:22:39.452,Agree,Not agree
17,2020-04-08T00:00:00.000,NYC,81803,4927.0,4695,584.0,2020-04-07T16:22:39.452,Agree,Agree
18,2020-04-08T00:00:00.000,OH,5148,366.0,193,26.0,2020-04-07T16:22:39.452,Agree,Agree
19,2020-04-08T00:00:00.000,AL,2499,302.0,48,9.0,2020-04-07T16:22:39.452,Agree,Agree
20,2020-04-08T00:00:00.000,VA,4042,397.0,109,34.0,2020-04-07T16:22:39.452,Agree,Agree
21,2020-04-08T00:00:00.000,MI,20346,1376.0,959,114.0,2020-04-07T16:22:39.452,Agree,Agree
22,2020-04-08T00:00:00.000,MS,2260,257.0,76,9.0,2020-04-07T16:22:39.452,Agree,Agree
23,2020-04-08T00:00:00.000,WI,2756,178.0,99,7.0,2020-04-07T16:22:39.452,Agree,Agree
24,2020-04-08T00:00:00.000,IL,15078,1529.0,462,82.0,2020-04-07T16:22:39.452,Agree,Agree
25,2020-04-08T00:00:00.000,CA,16957,1092.0,442,68.0,2020-04-07T16:22:39.452,Not agree,Not agree
26,2020-04-08T00:00:00.000,TX,9353,1091.0,177,23.0,2020-04-07T16:22:39.452,Not agree,Not agree
27,2020-04-08T00:00:00.000,PR,620,47.0,24,1.0,2020-04-07T16:22:39.452,Agree,Agree
28,2020-04-08T00:00:00.000,NJ,47437,3021.0,1504,272.0,2020-04-07T16:22:39.452,Not agree,Agree
